nama,area,rating,deskripsi,reviews,place_id,sentiment
Fajar International Restaurant,Kembangan,3.0,,"Lumpia Udang (1/2 porsi IDR 95K) -kurang berasa daging udang nya. Rasa saos asam manis nya kurang strong  Nasi Hainam (IDR 20K/porsi) -nasi nya terlalu kering dan agak sedikit keras  Ayam rebus hainam (1/2 porsi IDR 110K) -rasa nya kurang strong  Harganya mahal, tidak berbanding dengan rasa yang enak. Area parkir nya luas. Pelayanan staff nya cukup baik dan ramah.",ChIJNVop5g_3aS4REGZHWva8JVE,negative
Bulgogi Yaa! AYCE Korean Restaurant,Duren Sawit,1.0,,"Tempatnya sepi nyaman, Tapi dagingnya super keras gk bisa tertrlan, gak akan mampu lu gigit. Bukan maksud jelekin tapi kecewa gua sama dagingnya, gigi gua langsung linu",ChIJYcHCldvzaS4RXffhoxuh6XI,negative
Pesta Rasa Nusantara - Taman Palem,Kalideres,4.0,,"pertama kali makan di sini, cara pesan mulai dr pintu masuk, nasi ada pilihan nasi kuning dan putih. nasi diambilkan oleh pramusaji, kemudian dilanjutkan oleh pelanggan untuk mengambil lauk dan sayur. ada beberapa paket lauk yang bisa pelanggan pilih. kekurangannya nasi kuning agak keras mungkin sy dateng agak maleman, cuma lauk dan sayur komplit.",ChIJAVZ386gDai4RWMsDz-DdAvo,positive
Louie Coffee,Pondok Indah,5.0,"Kafe simpel trendi dengan nuansa santai dan tempat duduk outdoor, menawarkan hidangan kafe ringan.","Louie Coffee - Pondok Pinang  Coffeeshop yang sudah berdiri dari 7 tahun yang lalu melakukan renovasi total bagian indoornya. Sekarang tampil dengan interior fresh, vintage mewah namun tetap homey dan nyaman. Spot seating area luas yang terbagi untuk ac non smoking dan smoking area. Bagian paling cantik adalah meja barnya yang memanjang dan tampil elegan. Untuk menu sangat lengkap, saya memesan hot Magic dengan beans single origin Aceh dengan taste light, creamy and fruity orange. Kemudian saya mendapatkan second cup Magic dari barista mas Febry (hospitality yang oke banget) dari beans yang sama dengan taste light, creamy, orange dan chocolate. Kedua cup Magic ini disertai art latte cantik yang menjadi point plus. Overall, meski coffeeshop lama namun sekarang tampil dengan lebih fresh vintage mewah dengan hospitality juara plus kopinya enak. Wajib disambangi bagi penikmat kopi.",ChIJo797-rTxaS4ROcEpGgZw1ds,positive
Masakan Siantar Ali Chinese Food,Kalideres,1.0,,"Resto ini gak naruh harga di menunya, dan menurut saya harga makanan disini SANGAT MAHAL dengan porsi yg biasa aja... Rata rata 1 menu berisar 80 sampai 90 ribu.. Saya pesan bistik babi, bistik ya keras bgt kayak karet dan juga rasanya hambar gak berani bumbu.. Cukup sekali aja beli makan disini gak lagi2..",ChIJBQuy5KQCai4R_j3sZFd29ag,negative
RUMAH MAKAN PADANG KARUNIA JAYA,Daan Mogot,2.0,,Layanan porsi nya tidak kaya rumah makan padang biasa nya. Sedikit banyakan nasi kfc di banding mah,ChIJa3zpPpb3aS4R3i5EOURf2gw,negative
Bangi Kopi Lokantara,Pulo Gadung,5.0,,"Untuk lokasi strategis, nyaman, ada working space nya.  Makanan dan rotinya pun enakk 👍👍",ChIJC6HXUeD1aS4RJXiJqqGNtLk,positive
369 Shanghai Dumpling & Noodle,Mangga Dua,3.0,"Tempat makan kasual yang menyajikan pangsit, sup, dan mi ala Shanghai di tempat dengan deretan karya seni.",Resto legend nih dr jaman dulubanget dan masih exists sampe sekarang 👍  Terkenal dengan bakmie dan nasgornya dan juga herbal soup.  Song Mie: 3/5 Somehow bakmienya bau apek yaa. Namun kuah kaldunya enak. Topping juga lumayan  Nasgor baikut katsu: 3.5/5 Naagornya enak wangi. Namun baikut katsunya aneh teksturenya. Sayang sih padahal baikut itu enak banget dan sebaiknya gak usa dikatsu  Xialongbao: 4/5 Kuotie panggang: 4/5,ChIJOSUZo-P1aS4RRQnyqTrYb7Y,negative
Warung Nasi Ibu Jum,Koja,3.0,,Warung nasi di daerah cipuecang Koja Jakarta Utara,ChIJSWxJTo0fai4R14Gh8pD564I,neutral
Warung Bu Ratmi Gunung Kidul,Kebayoran Baru,5.0,,"ayam goreng dan sambalnya enak banget, kaya bebek kaleyo rasanya, lebih enak malah tempatnya juga bersih",ChIJM7jUSoPxaS4RK2dTfoi7rDA,positive
RM. SAMALAM RAYYA,Gambir,1.0,,Hitungan harga asal asalan. Harga sepertinya tidak konsisten asal hitung yg penting banyak. Ini foto bukti salah penjumlahan saat saya periksa kembali sesampai di hotel,ChIJ16_io7L1aS4RFIC2AacZlos,negative
WARUNG MAKAN LESEHAN BUNDA ( DEWI ),Cengkareng,5.0,,"Warungnya masakannya enak, setiap hari baru, harganya murah, pelayanan ramah, tempatnya bersih dan nyaman",ChIJGfK152z3aS4RV2cWJuHo0Fo,positive
Warung Bude YADI,Duren Sawit,5.0,,Makanannya Beragam,ChIJ6UE-BbTzaS4RmNt8Fdzmufk,positive
Kedai Makan Rupo-Rupo,Cilandak,4.0,,"Tempatnya nyaman sayang pencahayaannya kurang terang sehingga jadi ragu apakah tempatnya buka atau belum. Akhirnya memutuskan masuk dan ternyata buka, kemudian pesan nasi goreng kambing kebuli, rasanya enak dan well-made, walaupun untuk harga 35rb rasanya bisa ada condiment lain selain kerupuk dan emping (telur?) Kapan-kapan akan kembali untuk mencoba menu lainnya yang terlihat menarik!",ChIJ_VbkpdnxaS4RiRjoY-uadb8,positive
Pujasera Matraman,Matraman,5.0,,"Mknn,minuman dsni enak dan ramah di kantong☺️",ChIJt8_q6LL1aS4RDCdmi4S4sY4,positive
Bang Mamat,Kalideres,5.0,,"dont judge by just look on the outside.. taste it.. !! totally excellent cuisine of soto jakarta.. ada sapi, ada juga soto ayam.. menu baru oseng sapi nya juga top notch",ChIJN-dST6kCai4R5Mf8z5o08M8,positive
"Bebek Kartika Kebagusan, jl. Sepat",TB Simatupang,5.0,,Bebek disini enak . Sambel pedes bikin nagih. Bagi yang suka pedas. Untuk harga jga tidak terlalu mahal yaa saya beberapa kali kesini terus . Lokasinya mudah untuk dijangkau yaa,ChIJq6qqqvftaS4RUm8cqKdEsow,positive
Prasmanan Kantin Artomoro,Epicentrum Kuningan,4.0,,harga dan rasa cocok,ChIJqRh3veTzaS4RJPNJ7JTFH3s,positive
Warung Pak Herman,Menteng,5.0,,"Warung pak Herman/warung kelontongan yg tersedia di jl.cirebon,hadiri & nikmati tersedia kopi,teh manis,Mie goreng,Mie Rebus dan lain-lain!!?",ChIJ409FoxP0aS4RGrH0zxifBQM,positive
Warteg mas'E,Tanjung Priok,1.0,,"Tolong dijaga kebersihan makanannya, karena ada lalat mati didalam makanan kami, lalu mutu makanan ayam teriyaki tidak enak, tidak rekomendasi sebelum ada perbaikan, tks. KACAU.......",ChIJ7fOs2FUfai4RbCLw6O0Lmp8,negative
Warung Tahu,Kelapa Gading,5.0,,"Yg doyan makan tahu, yuks merapat, di sini byk menu2 yg di buat dari bahan dasar tahu. Menu favorit yg best di sini ada Kembang Tahu Jahe, Tahu Petis, dan jg Susu Kedelai (ada tersedia jg dlm kemasan per botol yg sdh ready utk di minum), pd cobain yaa 😊. Sambil menunggu pesanan siap di buatkan, boleh coba makan kue nya dl, ada Kue Klepon, Sawut, Roti, Keripik, dsb.",ChIJQ7llesT1aS4RwkJqJfc_yEY,positive
Sea Grain Restaurant and Bar,Menteng,5.0,Restoran DoubleTree Hotel indoor/outdoor elegan yang menyajikan hidangan Mediterania kelas atas.,"Ambience : Tempatnya sangat romantis dengan dipasang musik yang tenang, selain itu design interiornya juga sangat bagus dan casual. Ketika di malam hari suasana romantisnya lebih terasa dengan lampu yang low light but not too dark.  Food : Makanan yang disajikan disini juga enak-enak terlebih untuk jenis seafood seperti Salmon dan Grilled Half Lobster. Aroma makanannya sangat enak dan tidak berbau amis. Untuk makanan manisnya rasanya juga pas. Rasa makanan disini mengikuti budaya Mediterranean yang rasanya pas di lidah dan tetap enak.",ChIJ0R5gH2v0aS4RjagMBn-kabk,positive
LUBERGER Jatiwaringin,Makasar,5.0,,"Enak bgtt. Wangi dagingnya strong (klo kurang suka bau sapi jgn ya ges) tp jd makin enak makannya, keju nya byk bgt ga bikin eneg, roti nya soft sekalii. Pleasee jgn tutup ya🥺 Aaaa enak bgttt rameiin lagi gais recommended ni👍🏻👍🏻👍🏻",ChIJRZIPbGrzaS4RLdr2psUV77c,positive
Roemah Kueh,Cibubur,5.0,,Kue2 & masakan enak 2 bumbu2nya berasa banget sedep lontong opor (harus pesan) karena by request.....hasanya ngangenin...,ChIJvaSgdFmTaS4RW5IcDV4Z_so,positive
Restoran Sederhana (SA) Hang Lekir,Senayan,2.0,Restoran dengan beberapa cabang yang menyajikan masakan Padang berkualitas dan sari jus buah segar.,"8 feb 2026. udh curiga sepi banget.. porsi nasi dikit bgt tuhaaan 4sendok udh abis. 13rb loh padahal, nambah lg sporsi akhirnya 8ribu. zonk siy kesini lg, kl laper bgt siy ga worth it maaf 🙏",ChIJwz3bmEfxaS4RmvBx9CD3Xic,negative
Roti Panggang Palasari,Penjaringan,4.0,,"#OhReview : Sate padang di palasari sih terbaikkkk, satenya enak, bapaknya baik 👌🏻👌🏻 kalau kesini paling recommended bangeettt cobain sate padang kambing pasti endddeeeeus bangetttt. Ada pilihan daging Sapi dan daging Kambing mbekkkk",ChIJUyNrqO0dai4RMogmDyRvOro,positive
Rumah Makan Karunia Jaya,Kebon Jeruk,3.0,,"Sebenernya dari rasa nya enak, harga terjangkau, tapi pelayanan dari salah satu karyawan nya kurang ya. Saya pesen nasi ayam bakar & jengkol rendang, pas nempatin ayam dia nfga fokus sehingga hampir lupa masukin lauk lainnya dan saya manggil berkali2 karna dia ngga fokus sama pelanggan yang lagi dia layani. Trus saya bungkus lagi nasi ayam bakar dan telur dadar, tapi yang dimasukin malah telor doang TANPA AYAM dan itupun telor nya telor bulet (rebus), bukan telor dadar. Mungkin ada yang menganggap ini sepele, tapi apa iya seperti itu pelayanan nya?",ChIJvzPLkCL3aS4RnayQp2rVFQQ,negative
Gajah Mada Food Street,Gambir,5.0,Food court outdoor kelas atas yang menawarkan berbagai masakan & bir di area tempat duduk yang luas.,"Makanannya variatif dan untuk Chinese Food nya enak2 (honorary mention: mala xiang guo dan shakao)  Tempatnya pewe banget buat nongski malem sama temen2, terutama buat nobar",ChIJK0fYLzP1aS4RpGSFn-LBsMM,positive
Warung Cirebon Sambal Edan,Taman Sari,4.0,,"Nah ini baru warung makan yang sesuai namanya ( Edan ) karena rasa sambalnya yang pedas. Tuk yang tidak begitu suka sambal atau tidak kuat makan sambal bisa ditambahkan kecap manis dan perasan jeruk nipis yang agak banyak tuk mengimbangi rasa pedasnya. Ikan asapnya digoreng terlebih dahulu sebelum disajikan, ikan yang digunakan adalah ikan salem. Sayur asemnya enak walaupun kuahnya tidak panas. Bisa request bila ingin kuahnya panas/hangat. Meja dan kursi tersedia tuk sekitar 25 org. Tersedia juga lesehan tuk sekitar 20 orang. Harga menu nya cukup murah. Bayar setelah makan, cukup ke ujung dan cari seorang ibu yang duduk sendiri yang adalah kasirnya. Untuk yang tidak kuat debu lebih baik makanan dibungkus saja karena tenda ada di pinggir jalan yang banyak kendaraan lalu lalang, apalagi saat ini di depannya sedang ada proyek yang dikerjakan.",ChIJ0VDkm-f1aS4R-TU1tOQhLyg,positive
Fish Village Restaurant,Penjaringan,3.0,,"Overall oke,  Salah satu resto yg keep standing di Pluit melalui berbagai masa.  Harga nya ga murah tapi somehow banyak orang yg suka dengan cuisine pilihan disini dan porsi nya jg agak lumayan  Cuma ga banyak renovasi dan minum nya mahal yah ga refill for tea (20K) dan untuk hot tea per cup (20K). Then gw melihat sekitar pd bw tumbler",ChIJax7y6t8dai4RGdtOY-90plU,neutral
Kimukatsu PIM 3,Kebayoran Lama,5.0,,Servicenya samgat bagus karna makanan keluar cepat. Mungkin karna datang di jam maksi weekday jadi ga begitu rame Kalau makanan ga usah ditanya sudah jelas enak. Beef dan cheesenya berasa banget ga cuman tepung aja☺️☺️,ChIJ95L390HxaS4R_V_2_kuEzQ8,positive
"Smara kitchen and coffee, Puri Indah Mall",Puri Indah,4.0,,"Tempat cukup ok interiornya, cenderung sepi dan tenang, which is bagus. Harga makan minuman termasuk terjangkau. Saya pesan Nasi Campur Balunangan 98k++. Daging dendengnya keras dan serasa ada gosong2, kemudian sate ayamnya juga keras tidak juicy, rendang biasa, cumi matahnya saja yg enak. Skor overall 6.7/10 sih.",ChIJQzRORQD3aS4RP4orGvJqvxc,negative
Din Tai Fung PIM 2,Kebayoran Lama,5.0,,"Kurang cocok dengan lidah, selera saya yang pedas. 4 jenis makanan. Yang dicoba cenderung manis asin",ChIJ24wC9KXxaS4Rv8djGQv9Y1o,negative
Polly Cafe Foodcentrum,Pademangan,5.0,,"pesen almond croissantnya, rasanya kureng, butternya ga berasa wangi, tempatnya nyaman untuk laptop-an atau nongki, tapi croissantnya khususnya yg manis, sepertinya bahannya kurang premium. tp untuk yg savory, lebih enak, pesen ham n cheese. pelayanan ramah, harus tunggu sekitar 10-5 menit untuk take away croissantnya.",ChIJkcJFth71aS4RQPHuqrEUegI,neutral
ARTS RESTO & BARBER,Pondok Indah,5.0,,Ada bubur hongkong juga loh bisa di order lewat gofood,ChIJE5rumt7xaS4RVnKpQhnaoKg,negative
Rumah Makan Bakoel Bebek,Mampang,5.0,Masakan klasik Indonesia yang disajikan di rumah makan terang dengan dinding batu bata yang terlihat & teras.,"Bebeknya enak banget! Dagingnya empuk, gurih, dan nggak amis sama sekali. Sambal ijonya juara — pedasnya pas dan bikin nagih. Tempatnya sederhana tapi bersih, pelayanan cepat, dan harga masih bersahabat. Recommended banget buat pecinta bebek di area Warung Buncit! 🦆🔥",ChIJ8ep7Qy3yaS4RuMiCnLRb99g,positive
Pojok UMKM Indonesia,Gambir,4.0,,Pilihan makanan nya banyak dan beragam. Suasana meja kursinya kayak di warteg deh. Eh... tapi jangan salah ya... di setiap meja yg mepet ke dinding..ada colokan listriknya ..mata tiga lagi..Joss.,ChIJ1cVXTs31aS4RIEA75zmTQ_4,neutral
Nasi Uduk Betawi Pengadegan Bang Awi,Pancoran,5.0,,Langganan dr 10 tahun yang lalu.. rasanya ga pernah berubah.. enak? ga perlu dipertanyakan lagi 🤍 ayamnya ngeresep.. semur tahu nya top.. ati ampela nya enyaak,ChIJE60BgrrzaS4R2U-iYdYnuUY,positive
Pondok Safari,Tomang,4.0,"Restoran kuno China yang menyajikan makanan populer, dari mi hingga tumisan, di ruangan nyaman.","Parkiran sulit. Tempat kecil dan rada sumpek. Wajib dan rekomen coba nasi goreng merah. Harga mahal sih 83ribu seporsi. Tapi enak, porsi banyak dan toppingnya juga banyak. Ada lapciong,baso ikan dan daging babi yang ga pelit! Saran bawa minum sendiri karna cuma sedia aqua dan harganya 8ribu. Haha",ChIJfxcS7Wn2aS4RKFmuxQY7w0k,positive
Nasi Jagung Plat S Abah Toni,Pondok Kopi,5.0,,"Nasi jagung komplit (+ urap, lodeh, peyek kacang, sambal, ikan asin) pake ikan asap (salem dan tongkol). Enaak.  Sambalnya pas, ga terlalu lebay pedasnya, buat yg ga makan terasi harusnya sambalnya aman dimakan.  Suka sama lodehnya, enak dicampur sama nasi dan dicocol sambal ikan asapnya :9  Kapan2 nyobain yg cumi asapnya ngiler liatnya gede gede :9",ChIJwz2dIACNaS4R7HTMd8OBDuU,positive
Ampera Garden cilandak,TB Simatupang,5.0,,"Cocok buat kulineran.. Ada macam pilihan menu.. Mulai kebab mayestik sampai sate H Ismail.. Es alpukat.. Es pisang ijo.. Ayam geprek, sate Taichan, Makanan khas Makassar, Makanan khas Ambon.. Dan sebelah nya ada mie gacoan",ChIJ_dlVVB3yaS4R3peO54zGHVY,positive
Warung Mak Sul,Lebak Bulus,5.0,,"Ketupat sayur Padang sama jajanan pagi nya ajiib bgt dah pokoknya, wajib nyobain, recommended bgt bwt yg suka makanan ini, tersedia juga di gofood dan grabefood dgn nama restoran Ketupat Sayur Padang Basamo... Cekidot",ChIJIwLUujXuaS4R27v9RXC22s4,positive
Seberang Senja Coffee & Eatery,Kalideres,5.0,,"Pelayanannya bagus bangett, mbak sama mas-nya sopan dan ramah. Makanannya juga gak bikin kecewa. Tempat yang cocok banget buat nongkrong sama temen. Desain interior nya juga kerena banget tema nusantara. Ada promo rolling spin kalau belanja 100k",ChIJqblTDSwDai4R_v1H7w6uPYM,positive
Asia Restaurant,Kuningan,5.0,Restoran prasmanan Asia dan Barat yang luas dan indah di Ritz-Carlton Jakarta dengan tempat memasak langsung.,"Asia Restaurant ini menurut saya adalah restoran hotel bintang 5 yang paling worth it.  Saya kesini di hari Minggu untuk brunch. Menggunakan promo grab dengan rate sekitar 300.000/orang. Cukup murah dibandingan dengan resto hotel bintang 5 lainnya.  Yang paling top adalah pelayanannya, semuanya ramah & sopan, tidak membeda2 kan tamu walaupun bayarnya pakai voucher promo.  Ambience nya sangat warm & nyaman. Tipikal hotel bintang 5 “old money”. Pilihan makanannya sangat bervariasi. Ada seafood yang fresh, steak, sashimi, sushi, salad, pokoknya hampir semua jenis makanan ada mulai dari Indonesian Food, Chinese Food, Western Food, Indian Food, Dessert, Vegan Food, Buah2an pokoknya lengkap deh. Minumannya juga bervariasi, karena datangnya weekend jadi ada berbagai juice, beberapa jenis teh & kopi juga. Disediakan juga minuman alkohol dengan additional charge.  Rasa makanannya mostly enak-enak, ada juga yang biasa saja, tapi tidak ada yang tidak enak.  Karena saya kesini untuk merayakan ulang tahun, saya sempat titip kue di freezer mereka. Ketika saya minta kuenya untuk dikeluarkan, ternyata saya diberi kejutan oleh para staff, dinyanyikan lagu selamat ulang tahun.  Overall Asia Restaurant ini sangat recommended! Minimal sekali lah kalian harus coba makan disini karena super worth it.",ChIJ3WK32eTzaS4RgnBUrKIc10Q,positive
Warung Sate El-Yusa Cak Rudi,Cilandak,4.0,,"Opsi warung sate yang paling deket RSUP Fatmawati. Belinya via go-food karena jauh juga klo jalan kaki. Sate ayamnya model madura, rasanya enak, ngasihnya daging campur lemak/kulit. Cuman harganya agak mahal sih untuk ukuran warung sate pinggiran",ChIJHSIrASLuaS4RuKbZcozy4OI,positive
Hoki Kitchen,Kelapa Gading,5.0,,Makanan enak sekali saya prsan spaghetti rose pasta bacon dan nasgor goreng bacon makanan sangat enak dan atmospherenya chill,ChIJFW2k40X1aS4Rl0wCCKVPuAY,positive
Ayam Gepuk Pak Gembus Resto And Cafe,Kebon Jeruk,2.0,,"Bukber di tgl 7 Maret 2026 Udh setor menu dluan paket ramadan untuk semua menu sesuai walaupun gempar 2 chicken katsu nya 2 potong seperti maen nan dengan harga 42rb agak ga masuk akal ya , setiap menu udh di riquest level katanya bisa pilih level tapi SEMUAAAAAAAAA menu cabenya sama semua PEDAS sedangkan dikasih level agar bisa kemakan semua jadi ga ke makan, Karyawan cowo baju pink saya panggil ""iya kak tunggu ya"" nada nya tinggi bgt judessssss...hahaha gaada ramah ramah nya, pesen pisang bakar ga sesuai gambar menu, pas datang pisang di siram cokelat meleleh wrna hitam banget dan sangat amat kemanisan akhirnya 2 porsi pisang bakar tidak di makan sama sekali, dan menu tidak semua di input kasir ketinggalan satu menu dan harus nunggu lumayan juga tmn tmn saya udh selesai makan baru datang, next tolong dong di perbaiki lagi dari segi pelayanan nya dan service nya karena kita makan aja total 600rban sudah service dan tax, cukup sekali deh makan disini cabe gepuk nya pun seperti cabe pada umum nya gaada kacangnya kecewaaaa asli",ChIJxYaC8bv3aS4Rv5fhBoqAJcQ,negative
Warung Taburai - Kelapa Gading,Kelapa Gading,5.0,,Makanannya enak. Aku suka dendeng cabe merahnya. Dan juga nasi pera dan bumbunya bikin pingin makan lagi. Ada pemandangan LRT nya juga jadi kayak suasana rumah makan seberang rel kereta.,ChIJTcOAPgD1aS4RWuL6-rTeS6M,positive
"Hoghock, Taman Ratu",Daan Mogot,4.0,,"Pertama kali coba specialist pork di Taman Ratu Dari segi bangunan nampak luar sih menarik, pas masuk dalam ada hiasan tema hallowen krn bln Oktober. Jumlah meja ada 8 trs paling ujung ada stand utk menyiapkan minuman. Tempat makan hanya di lantai 1, jd kalo datang pas jam makan siang pasti harus menunggu (waiting list)  Yg kami pesan : 1. Bakmi ahog Rp 37.000 Bakmi keritinf dg dagung babi cincang, sayuran dan 3 keripik kulit babi Utk sambalnya encer bgt n tidak terasa pedas 2. Hogyong (alias gohiong) Rp 29.000 Rasanya lumayan enak berasa babinya 3. Giant hig satay (isi 4 tusuk) Rp 60.000 disajikan dengan sambal bawang Rasa sataynya lebih ke arah chinese yg manis. Ada yg ukuran normal size jg. 4. Baksl gorenf babi isi 2 Rp 32.000 Utk rasa bakso gorengnya boleh la, disajikan dg saos sambal botolan 5. Crispy pork Belly 250 gr Rp 165.000 Rasanya ok, gak terlalu berlemak dan lumayan crispy 6. Nasi putih Rp 8.000 7. Nasi hainan Rp 12.000 8. Teh tawar dingin /panas Rp 15.000 (free refill) Ada minuman lain jg spt alkohol, dan ada es krim. Selain itu ada jg burger babi, nasi campur mulai dari rp 68.000 dg isian urap, daging babi, kerupuk kulit babi dan satai. ADa jual keripik kulit babi 1 toples Rp 65.000.  Saran kalau mao makan yg bisa mencobai crispy pork n satai, pesan nasi campur komplit lbh worthed deh, drpd pesan satuan. untuk pelayanan menurut kami sangat kurang, dg jmlah meja yg hanya 8, jlh pelayan lumayan byk tp keliatan kurang kordinasi dan lemot. Yg pertama dihidangkan adalah lauk, sedangkan nasinya agak terakhir (tdk berbarengan) Trus makanan ud dtg, tp perlengkapan makan (sendok garpu) gak dikasih sampai harus kita minta sendiri dan itu pun pelayannya spt biasa aja ga merasa gmn2. Uda setengah jalan makan minuman jg gk diantar, sampai harus kita yg minta baru dianter. Minta tambahan sambal aja butuh waktu 5-8 menit. Serba lambat sih Sran mgkn lbh ditingkatkan lg supervisi dan mengubah sistem pelayanan.  Parkiran agak terbatas (hny didepan resto 1 ruko atau di pinggir jalan.",ChIJQ4rgDa33aS4R_ndrXdyZogs,neutral
